Animal_Species,Age_Months,Sex,Herd_Size,Vaccinated_FMD,Vaccinated_HS,Vaccinated_LSD,Vaccinated_BQ,Days_Since_Last_Vaccination,Recent_Treatment,Latitude,Longitude,Dist_Nearest_Outbreak_km,Dist_Waterbody_km,Temperature_C,Humidity_Percent,Rainfall_mm,Season,District_Outbreaks_30d,Symptom_Onset_Days,Sick_Animal_Count,Mortality_Count,Fever,Salivation,Blisters_Mouth_Teats,Lameness,Skin_Nodules,Udder_Swelling,Respiratory_Distress,Abnormal_Milk,Diarrhea,Bleeding_Orifices,Target_Disease,Triage_Risk_Level,Escalation_Required
Buffalo,14,Female,20,1,0,1,1,182,Dewormed,21.0483,84.4494,28.8,14.6,31.0,81.1,43.9,Monsoon,3,4,1,2,1,1,0,0,0,0,1,1,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,71,Female,1,1,1,1,0,187,Untreated,24.0705,80.5998,17.0,2.8,21.2,64.4,36.7,Post-Monsoon,3,1,1,0,1,0,0,0,0,1,0,1,0,1,Mastitis,Moderate,0
Cow,115,Female,17,1,1,0,0,201,Dewormed,15.4788,83.0736,37.9,10.3,29.7,93.7,14.6,Post-Monsoon,3,1,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,115,Female,9,1,0,1,1,363,Dewormed,25.0524,80.1838,27.4,3.3,34.1,78.3,13.8,Post-Monsoon,4,6,3,0,1,0,0,0,1,0,1,0,0,0,Lumpy_Skin_Disease,High,1
Buffalo,91,Female,1,0,1,1,1,290,Dewormed,22.3231,82.0042,46.3,8.8,20.8,59.5,7.2,Monsoon,2,1,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,55,Female,10,1,1,0,0,175,Dewormed,17.7084,74.578,3.6,10.5,28.7,80.7,18.6,Post-Monsoon,2,4,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,88,Female,2,0,0,1,1,45,Antibiotics,25.3208,79.9752,39.2,5.6,29.4,77.0,51.1,Monsoon,4,1,1,0,1,1,1,0,0,0,1,1,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,32,Female,23,1,1,0,1,168,Dewormed,26.8417,81.7976,29.6,3.2,30.0,90.6,14.0,Post-Monsoon,4,1,3,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Buffalo,109,Female,8,1,1,0,0,293,Supportive Care,15.6122,83.3875,21.2,10.3,37.7,67.9,12.5,Monsoon,4,3,4,1,1,0,0,1,1,0,0,0,0,0,Black_Quarter,High,1
Buffalo,107,Female,3,1,1,1,1,348,Supportive Care,26.7815,73.3239,32.7,13.8,31.2,48.8,10.8,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,118,Female,5,1,1,0,0,241,Dewormed,17.024,84.6702,47.1,2.5,36.1,90.1,18.3,Post-Monsoon,4,5,2,0,1,0,0,0,1,0,0,0,0,1,Lumpy_Skin_Disease,Moderate,0
Buffalo,63,Female,7,0,0,1,0,260,Dewormed,23.8352,74.109,41.4,14.1,24.4,81.9,11.2,Winter,3,2,2,0,1,1,1,1,0,0,0,1,0,0,FMD,Moderate,0
Buffalo,81,Female,3,0,1,1,1,351,Untreated,19.9074,75.7151,24.2,2.4,16.7,65.5,5.2,Post-Monsoon,3,2,2,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,70,Female,14,1,0,1,1,343,Antibiotics,26.1458,74.0745,26.7,7.3,27.4,88.7,39.3,Monsoon,2,2,2,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,64,Female,8,0,1,1,0,263,Antibiotics,26.8833,84.2272,42.9,8.5,30.1,72.6,22.2,Monsoon,2,3,1,2,1,0,0,0,1,0,0,0,0,0,Black_Quarter,High,1
Buffalo,55,Female,5,1,1,1,0,303,Untreated,21.1708,75.6048,38.8,6.4,31.4,83.5,11.4,Post-Monsoon,5,3,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,16,Female,6,1,1,1,1,301,Supportive Care,24.6318,84.1888,29.5,9.3,41.1,48.2,47.7,Post-Monsoon,6,5,4,0,1,0,0,0,0,0,1,0,0,1,Anthrax,Critical,1
Cow,12,Female,10,1,0,0,0,221,Untreated,21.5059,75.3666,39.1,10.4,31.3,83.3,6.3,Post-Monsoon,1,6,3,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Cow,48,Female,16,1,1,0,0,208,Antibiotics,27.619,81.7608,94.6,0.4,33.8,85.0,13.4,Post-Monsoon,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Healthy,Low,0
Cow,111,Female,3,0,1,1,1,144,Supportive Care,24.9946,76.013,39.9,2.4,18.0,79.7,3.0,Monsoon,2,4,1,0,1,1,0,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,35,Male,2,0,1,0,0,236,Supportive Care,19.7501,80.5292,35.0,8.9,34.8,72.9,31.2,Monsoon,6,4,1,2,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,17,Female,16,1,1,1,1,293,Untreated,17.7762,80.5801,10.2,5.9,26.1,100.0,20.5,Monsoon,4,1,4,2,1,0,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,61,Female,34,1,1,0,1,293,Untreated,18.8964,78.2336,6.1,6.8,32.2,82.2,29.4,Post-Monsoon,7,1,2,0,0,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,13,Female,6,1,1,0,1,39,Dewormed,26.3506,80.8371,47.4,3.4,29.4,91.3,19.8,Post-Monsoon,3,4,4,0,0,0,0,0,0,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Cow,50,Female,5,0,0,0,1,36,Dewormed,24.5211,81.1784,2.7,7.5,29.5,81.0,61.8,Monsoon,4,1,1,1,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,49,Male,3,1,0,0,1,130,Antibiotics,18.3476,77.9454,43.8,5.5,34.1,100.0,21.0,Post-Monsoon,4,6,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,46,Female,4,1,0,1,0,318,Dewormed,15.6419,80.4661,44.8,12.7,27.1,63.6,13.9,Monsoon,4,4,3,2,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,36,Female,16,1,1,1,1,229,Untreated,16.112,74.3691,2.1,5.7,24.3,57.7,8.2,Winter,5,5,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,36,Female,19,1,1,0,1,142,Supportive Care,19.9632,80.0994,38.1,3.0,26.1,94.3,14.2,Post-Monsoon,3,2,2,0,1,0,0,0,0,1,0,1,1,0,Mastitis,Moderate,0
Cow,114,Female,1,0,0,1,0,39,Dewormed,27.7849,74.123,20.0,7.2,26.5,77.0,47.2,Monsoon,4,6,1,2,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,119,Female,2,1,0,1,1,350,Dewormed,21.0428,79.6692,36.3,5.4,30.0,63.0,12.2,Monsoon,0,1,1,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,20,Female,2,0,1,0,0,180,Dewormed,17.3632,81.9376,45.6,11.5,24.0,41.2,13.1,Monsoon,3,1,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,77,Female,4,1,1,0,1,203,Supportive Care,27.5169,83.1266,44.7,3.7,29.3,90.7,26.7,Post-Monsoon,1,3,3,0,1,0,0,0,1,0,0,0,0,1,Lumpy_Skin_Disease,High,1
Buffalo,108,Female,23,0,1,1,0,275,Dewormed,21.763,84.8572,46.5,6.9,26.9,90.0,4.2,Post-Monsoon,3,2,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,7,Female,2,0,1,0,0,311,Dewormed,15.2712,79.6807,17.8,2.9,34.1,55.5,47.7,Post-Monsoon,2,3,1,1,1,1,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,76,Female,2,0,1,1,1,36,Dewormed,23.1587,81.6792,7.3,8.0,30.8,74.0,9.1,Post-Monsoon,3,1,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,14,Female,5,0,1,1,0,204,Untreated,21.9909,73.2481,28.9,1.2,29.8,20.0,2.0,Summer,6,2,4,0,1,1,1,0,0,0,0,0,0,0,FMD,High,1
Buffalo,26,Male,6,1,1,0,1,223,Antibiotics,15.4426,77.95,3.8,8.3,30.8,76.3,5.4,Post-Monsoon,1,6,1,0,1,1,0,0,1,0,0,1,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,19,Female,20,1,0,0,0,186,Antibiotics,22.809,84.3799,26.3,7.2,31.1,92.9,15.2,Post-Monsoon,2,5,4,0,1,0,0,0,1,0,0,0,1,0,Lumpy_Skin_Disease,High,1
Cow,90,Female,22,1,1,0,0,77,Untreated,19.7023,84.8478,42.7,5.1,30.0,70.5,62.7,Monsoon,3,4,4,2,1,0,1,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,37,Male,4,1,1,1,1,357,Dewormed,24.9398,76.8147,3.3,5.1,32.8,82.0,27.7,Post-Monsoon,5,3,2,0,0,0,0,1,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,105,Female,1,0,1,0,0,36,Antibiotics,22.3894,81.8108,45.1,12.3,27.9,81.0,44.9,Monsoon,4,4,1,1,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,73,Female,32,1,0,0,0,86,Untreated,21.5387,78.4557,11.5,12.0,27.1,55.5,34.8,Monsoon,2,2,1,1,0,0,0,1,0,0,0,0,1,0,Black_Quarter,High,1
Cow,78,Female,5,0,0,0,1,295,Dewormed,20.7726,80.5969,14.9,10.3,32.8,52.1,14.3,Summer,2,5,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,21,Female,16,0,1,1,1,304,Supportive Care,23.8299,81.4182,43.6,15.0,26.3,79.7,34.6,Monsoon,5,4,4,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,10,Female,11,1,0,1,1,162,Untreated,16.4911,80.3446,2.3,6.4,39.3,71.0,38.5,Post-Monsoon,3,6,4,0,0,0,0,0,0,0,1,0,0,1,Anthrax,Critical,1
Cow,107,Female,11,0,0,1,1,305,Dewormed,25.6909,76.6944,7.3,2.9,34.1,81.1,7.1,Monsoon,1,3,2,0,1,1,1,0,0,0,0,0,0,0,FMD,Moderate,0
Cow,91,Female,4,1,1,1,1,268,Dewormed,21.5654,84.446,58.1,2.6,26.9,68.9,0.8,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,53,Female,5,1,0,0,1,284,Supportive Care,24.3928,77.4367,14.1,5.9,27.0,78.6,21.5,Summer,6,5,2,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,33,Female,2,1,0,1,0,170,Untreated,16.1284,84.7861,23.2,6.0,33.3,66.8,44.7,Monsoon,3,2,1,0,1,0,0,1,0,0,0,0,0,0,Black_Quarter,Moderate,0
Cow,66,Female,37,0,1,1,0,260,Dewormed,20.608,83.7644,13.1,5.5,28.1,87.4,9.6,Monsoon,3,2,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,16,Male,15,1,1,0,1,146,Supportive Care,17.0331,77.128,13.9,0.2,27.0,74.3,13.7,Post-Monsoon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,88,Female,28,0,0,1,1,210,Antibiotics,17.6653,74.7571,5.6,1.1,29.6,49.7,14.9,Monsoon,2,6,4,0,0,1,1,1,0,0,0,0,0,0,FMD,High,1
Buffalo,41,Male,7,0,1,1,0,363,Untreated,15.4929,74.8324,46.5,12.3,36.0,54.9,32.8,Post-Monsoon,1,6,1,1,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,78,Female,17,0,0,1,1,346,Supportive Care,25.2877,77.4504,29.6,11.3,23.2,39.0,0.3,Post-Monsoon,3,6,3,0,0,1,1,1,0,0,0,0,0,0,FMD,High,1
Cow,38,Female,27,0,1,1,0,202,Untreated,23.1344,74.2111,29.8,14.8,36.5,55.7,24.4,Post-Monsoon,3,5,2,1,1,0,0,0,0,0,1,0,0,1,Anthrax,Critical,1
Cow,63,Female,7,0,1,1,1,208,Untreated,20.802,76.7866,15.5,2.8,13.9,69.8,1.3,Monsoon,1,5,4,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Cow,68,Female,2,1,0,0,0,151,Untreated,19.7989,75.8586,8.4,12.4,30.1,82.9,30.8,Monsoon,1,1,1,1,1,1,0,0,0,1,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,92,Female,4,0,1,0,1,141,Antibiotics,16.0548,77.8033,30.7,12.8,21.1,57.6,6.9,Monsoon,7,1,2,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,111,Female,1,1,0,0,1,268,Supportive Care,15.6613,74.739,5.5,9.9,30.8,89.6,36.7,Monsoon,3,1,1,2,1,1,0,0,0,0,0,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,79,Female,1,1,1,0,1,364,Antibiotics,20.8524,74.3387,3.9,7.0,30.1,77.3,26.9,Post-Monsoon,4,5,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,97,Female,5,1,0,1,0,131,Dewormed,25.6443,77.5508,36.0,4.1,26.1,63.7,49.8,Post-Monsoon,3,3,2,0,1,0,0,1,0,0,0,0,0,0,Black_Quarter,Moderate,0
Cow,54,Female,8,1,1,1,0,135,Untreated,23.2747,75.8943,33.7,4.2,33.0,74.2,16.6,Monsoon,4,5,4,2,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,35,Female,5,1,0,1,0,37,Supportive Care,20.0682,82.4457,12.1,10.7,31.4,83.0,62.4,Monsoon,2,6,3,1,1,0,0,0,0,0,1,1,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,70,Female,1,1,1,0,0,186,Supportive Care,16.3452,79.7604,41.8,0.9,36.7,62.3,41.3,Post-Monsoon,3,6,1,1,1,0,0,1,1,0,0,0,0,0,Black_Quarter,High,1
Cow,92,Female,4,1,0,1,1,126,Antibiotics,21.4046,74.551,28.5,7.9,32.6,74.0,45.5,Monsoon,5,6,1,1,1,0,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,15,Female,3,0,1,0,0,220,Supportive Care,20.8328,74.6943,40.7,1.3,15.2,82.7,12.7,Winter,1,2,1,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,42,Female,1,1,1,0,1,313,Untreated,22.7409,79.4981,34.1,13.7,35.8,81.2,17.7,Post-Monsoon,4,2,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,88,Female,19,1,0,1,0,351,Antibiotics,18.9815,78.3572,10.4,5.6,27.7,80.1,40.1,Monsoon,3,3,1,0,1,0,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,47,Female,7,0,1,1,1,289,Dewormed,24.2823,83.2608,7.3,7.2,23.8,32.3,10.6,Winter,5,5,2,0,1,0,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,14,Female,20,0,1,0,1,30,Supportive Care,17.6535,75.9274,28.5,5.8,28.7,91.1,6.8,Post-Monsoon,5,5,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,30,Female,3,0,1,0,1,203,Supportive Care,27.9217,74.3785,9.5,12.4,26.0,66.8,2.4,Post-Monsoon,1,4,1,0,1,1,0,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,81,Female,10,1,0,0,1,193,Dewormed,18.9119,73.7788,4.4,12.8,33.7,75.4,18.9,Post-Monsoon,3,2,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,21,Male,5,0,0,1,1,95,Untreated,16.7426,80.809,48.9,6.8,24.1,80.2,12.0,Monsoon,3,1,1,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,88,Female,8,0,0,0,1,250,Untreated,27.939,78.6088,46.4,12.2,30.4,86.4,65.5,Monsoon,2,2,1,1,0,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,100,Female,11,0,1,1,0,144,Dewormed,23.6376,81.9162,36.5,11.8,29.5,57.9,13.5,Monsoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,31,Female,47,1,0,0,0,117,Untreated,27.3148,78.292,24.3,14.8,30.7,85.9,58.9,Monsoon,1,5,2,0,1,1,0,0,0,0,0,1,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,94,Female,1,0,0,0,1,215,Antibiotics,22.4305,77.9318,24.1,13.6,29.5,95.5,24.6,Post-Monsoon,3,6,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,29,Female,17,0,0,1,0,123,Supportive Care,16.8299,82.5103,12.9,3.9,15.9,87.2,7.0,Summer,4,2,3,0,0,1,1,0,0,0,0,0,0,0,FMD,High,1
Buffalo,76,Female,7,0,0,0,1,242,Antibiotics,15.1976,73.0413,71.4,7.3,16.9,72.4,7.9,Monsoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,119,Male,4,1,1,0,0,92,Supportive Care,25.3172,79.8322,83.4,1.4,21.0,60.6,2.4,Post-Monsoon,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Healthy,Low,0
Buffalo,26,Male,3,1,0,1,1,310,Supportive Care,23.7539,73.2487,38.9,10.6,25.3,89.2,45.0,Monsoon,3,4,2,1,1,0,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,60,Female,40,0,1,0,0,254,Antibiotics,19.8755,76.8885,25.8,6.1,23.2,31.7,0.7,Winter,6,1,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,102,Female,2,0,1,1,0,117,Antibiotics,25.4592,79.2015,13.9,2.3,26.7,91.9,24.5,Post-Monsoon,2,5,1,2,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,95,Male,22,1,1,1,1,176,Supportive Care,20.825,79.0493,33.7,12.9,22.7,86.1,5.7,Post-Monsoon,3,6,3,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Buffalo,36,Female,11,1,0,1,0,118,Antibiotics,25.8521,83.8418,25.1,7.7,36.0,62.0,11.5,Monsoon,2,1,4,1,1,0,0,0,0,0,1,0,0,0,Anthrax,Critical,1
Cow,20,Female,8,0,0,1,1,112,Dewormed,26.9709,83.4372,18.6,1.8,20.5,31.3,14.3,Summer,2,5,3,0,1,1,1,1,0,0,0,0,1,0,FMD,High,1
Buffalo,61,Female,6,0,0,1,1,54,Supportive Care,15.8814,81.3998,25.8,6.5,38.1,76.9,42.0,Post-Monsoon,3,1,2,0,1,0,0,1,0,1,0,0,0,0,Black_Quarter,Moderate,0
Buffalo,84,Male,5,1,1,1,0,39,Untreated,25.4761,83.7989,17.5,15.0,34.8,70.9,23.4,Winter,0,2,4,0,1,0,0,1,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,21,Female,33,0,1,0,1,356,Untreated,19.504,74.8029,87.2,9.8,19.5,64.9,6.9,Summer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Healthy,Low,0
Cow,116,Female,7,0,0,0,1,224,Antibiotics,19.79,76.302,21.9,9.3,28.2,69.2,79.9,Monsoon,1,1,3,1,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,58,Female,16,1,1,0,1,162,Antibiotics,20.3917,79.6514,0.9,0.2,34.5,74.6,18.9,Post-Monsoon,2,5,4,0,0,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Buffalo,102,Female,31,0,1,1,0,300,Supportive Care,19.169,81.8774,21.5,9.2,35.5,81.2,17.5,Post-Monsoon,4,6,4,0,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,12,Female,4,1,1,1,0,330,Supportive Care,15.0695,83.6784,31.3,3.1,38.7,91.6,13.9,Post-Monsoon,3,2,2,1,1,0,0,1,0,0,0,0,1,0,Black_Quarter,High,1
Cow,6,Female,8,1,1,0,0,69,Dewormed,27.8405,83.8691,76.0,6.5,21.9,61.3,2.8,Winter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,21,Male,12,1,0,1,1,161,Supportive Care,18.3555,84.0803,16.0,1.7,27.7,74.0,77.9,Monsoon,4,4,3,1,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,96,Female,14,1,0,1,1,136,Supportive Care,24.2809,79.3845,42.3,5.9,28.1,84.9,29.0,Post-Monsoon,5,6,1,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,108,Female,9,1,1,0,1,328,Dewormed,23.1413,78.6479,0.9,11.0,33.3,70.6,29.9,Monsoon,2,3,1,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,41,Female,16,1,1,0,1,176,Supportive Care,15.7298,80.8085,30.8,9.7,26.1,63.0,6.6,Post-Monsoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,39,Female,25,1,0,1,0,144,Dewormed,18.1577,77.926,46.2,8.6,42.1,73.5,23.3,Post-Monsoon,5,3,3,0,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,43,Female,21,1,1,1,0,129,Dewormed,24.476,81.845,44.1,1.6,23.4,79.2,35.8,Post-Monsoon,3,6,2,0,1,0,0,0,0,1,1,1,1,1,Mastitis,Moderate,0
Buffalo,10,Female,14,1,1,0,0,128,Supportive Care,24.7776,83.7839,35.4,3.0,32.5,70.8,46.1,Post-Monsoon,4,2,1,1,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,54,Female,6,1,0,1,0,284,Supportive Care,16.052,82.8046,50.0,3.4,29.4,96.6,65.7,Monsoon,3,4,1,0,1,1,0,0,1,1,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,60,Male,12,0,1,0,1,304,Dewormed,22.3004,83.4487,39.1,6.4,32.1,74.2,9.0,Monsoon,4,1,2,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,75,Female,12,1,1,1,1,219,Antibiotics,17.7026,75.3708,7.7,11.6,34.4,76.3,17.5,Monsoon,5,3,2,0,1,0,1,1,0,0,0,0,0,0,Black_Quarter,Moderate,0
Buffalo,99,Male,19,0,1,0,1,336,Antibiotics,17.624,84.3436,36.3,7.0,30.5,79.1,5.7,Post-Monsoon,4,1,2,0,1,0,0,0,1,0,0,0,1,0,Lumpy_Skin_Disease,Moderate,0
Cow,30,Female,4,1,0,0,1,112,Untreated,20.1901,75.7736,45.9,5.1,28.5,81.2,13.5,Post-Monsoon,2,4,1,0,1,0,0,0,0,0,0,0,0,1,Lumpy_Skin_Disease,Moderate,0
Buffalo,46,Female,28,1,1,1,1,52,Dewormed,27.9733,76.8105,6.3,6.0,24.7,67.9,36.3,Winter,1,6,4,0,1,0,0,0,0,1,0,0,0,0,Mastitis,Moderate,0
Cow,119,Female,4,0,1,1,1,37,Antibiotics,23.8236,79.4149,14.0,10.5,22.6,43.0,9.0,Monsoon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,22,Female,13,0,1,1,1,235,Supportive Care,25.6029,83.8213,35.9,9.9,30.3,88.2,49.5,Post-Monsoon,0,1,3,2,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,65,Female,5,1,1,0,1,37,Supportive Care,16.2945,74.271,32.5,1.8,32.7,82.3,20.0,Post-Monsoon,3,5,2,0,0,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,101,Female,8,1,0,1,1,160,Dewormed,23.6245,74.5321,11.2,3.9,27.1,91.3,44.4,Monsoon,3,5,2,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,113,Female,2,0,1,1,0,136,Dewormed,26.7342,74.523,46.2,11.0,37.2,59.3,23.3,Post-Monsoon,5,6,1,1,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,106,Female,2,1,1,0,0,283,Supportive Care,20.5792,84.5482,8.7,10.4,32.4,77.6,26.0,Post-Monsoon,1,2,1,0,1,0,0,0,0,0,0,1,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,59,Female,1,1,0,1,1,49,Dewormed,23.2074,78.2117,25.3,1.6,32.3,75.2,22.5,Monsoon,3,5,1,2,0,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,91,Male,2,1,1,1,0,151,Untreated,23.1112,83.6189,36.7,13.8,25.1,85.1,25.7,Summer,3,6,1,0,0,0,0,0,0,1,0,0,0,0,Mastitis,Moderate,0
Cow,73,Female,17,1,1,0,0,255,Dewormed,18.8516,73.1448,49.1,0.9,31.8,98.5,20.7,Post-Monsoon,5,5,3,0,1,0,0,0,0,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Buffalo,6,Male,17,1,1,1,0,283,Dewormed,21.9472,79.9897,46.0,3.1,33.3,75.1,43.0,Monsoon,4,6,1,0,0,0,0,1,0,0,0,0,0,0,Black_Quarter,Moderate,0
Buffalo,73,Female,6,1,1,1,0,127,Dewormed,20.5468,76.041,11.0,4.0,29.1,84.4,46.9,Post-Monsoon,1,3,3,0,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,97,Female,9,0,1,0,1,210,Dewormed,18.6448,83.0784,16.0,12.3,35.9,79.4,22.2,Post-Monsoon,6,6,2,0,1,0,0,0,0,0,1,0,0,1,Anthrax,Critical,1
Cow,55,Female,13,1,0,1,1,257,Dewormed,18.8696,74.4063,3.0,12.8,29.2,82.8,13.4,Summer,2,1,4,0,1,0,0,0,0,1,0,1,0,1,Mastitis,Moderate,0
Cow,19,Female,5,1,1,0,1,274,Untreated,16.9028,77.509,46.0,1.1,29.6,78.6,10.7,Post-Monsoon,3,5,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,72,Female,44,0,1,1,1,217,Dewormed,15.8917,75.5509,47.7,6.3,27.8,47.8,8.6,Winter,0,3,2,0,1,1,0,1,0,1,0,0,0,0,FMD,Moderate,0
Cow,43,Female,9,1,1,0,1,166,Dewormed,22.9943,83.2431,26.2,11.0,32.2,89.2,9.6,Post-Monsoon,4,1,3,0,1,0,0,0,1,0,1,0,0,0,Lumpy_Skin_Disease,High,1
Buffalo,19,Female,7,0,1,1,0,309,Supportive Care,20.7988,82.8843,11.6,12.1,17.6,59.8,5.5,Post-Monsoon,5,2,2,0,1,1,1,0,0,0,0,0,0,0,FMD,Moderate,0
Cow,89,Female,1,1,0,0,0,319,Antibiotics,22.7813,84.3693,30.3,14.6,30.2,56.9,35.3,Monsoon,3,4,1,2,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
